,InvoiceID,Barcode
433,VN0002010102230191,"4013197767119, 8934755035197"
434,VN0002010102230192,"8935001282310, 8935001282327"
435,VN0002010102230193,"8936036025453, 8934840000130"
436,VN0002010102230194,"8850006941744, 8934755020018, 8934839127978"
437,VN0002010102230195,"31146254903, 8938500432774"
438,VN0002010102230196,"8850157403252, 8934680012652, 8935001282389, 2010101000005"
439,VN0002010102230202,"2601010000172, 2010805000202"
440,VN0002010102230204,"2010809000253, 2010803000273, 260202000017"
441,VN0002010102230205,"8936135440027, 2010101000005, 260201013661"
442,VN0002010102230206,"3415587406188, 8938531758010"
443,VN0002010102230207,"8938502525344, 8935007147071"
444,VN0002010102230211,"4991203159007, 8935001712305"
445,VN0002010102230212,"8936149340047, 9556001198839, 8934588732119, 6914973600362, 8859470510081, 8857107231057"
446,VN0002010102230213,"74570052028, 8936135440034, 8936079121167, 8935049501596, 8938501434012"
447,VN0002010102230216,"8858702437738, 8934564600173, 8934673613828"
448,VN0002010102230222,"8936036026146, 8934803026078"
449,VN0002010102230223,"8935005801043, 8935311100472"
450,VN0002010102230225,"6942836703615, 9556001260895, 8859578600585"
451,VN0002010102230226,"8935049501374, 8934680012652, 8936131790287"
452,VN0002010102230228,"260501012885, 8934563151157"
453,VN0002010102230233,"4902888205415, 89686010947, 9556001227560"
454,VN0002010102230236,"8936079123253, 2250103000058"
455,VN0002010102230240,"8935049510864, 8852052110600, 9556174816653, 8935006360006, 8851019330358, 8851019330341, 8851019510439, 8936036021660, 8936036025576, 8801382148500"
456,VN0002010102230242,"2260201000508, 107068781510"
457,VN0002010102230243,"2270101000591, 2601010000165"
458,VN0002010102230248,"2260501000048, 8934563151157"
459,VN0002010102230249,"8938503000017, 8936011776592"
460,VN0002010102230252,"96118504, 95506500"
461,VN0002010102230254,"8938502525344, 2010101000005, 8934588013133, 8934588672118"
462,VN0002010102230255,"8936079140021, 8936079140014"
463,VN0002010102230256,"8934822212339, 8936079122249, 8936079122256"
464,VN0002010102230257,"8938503131926, 8850228005521"
465,VN0002010102230258,"8935001714316, 250302000017"
466,VN0002010102230259,"8936036020380, 8935049501527, 8935049501503, 8935049501534, 8996001301661, 8936036027501, 8936036027044, 8936036026191, 8936036028843, 8936036026177, 8801136370409, 8935321600276, 8801382123446"
467,VN0002010102230260,"9556001260895, 8850453018518, 8908009419644"
468,VN0002010102230263,"8936036027464, 8936146442249"
469,VN0002010102230267,"8935117702115, 8934680033107, 8936036026191"
470,VN0002010102230272,"8938507849025, 2250103000058"
471,VN0002010102230273,"2010803000396, 2250103000058"
472,VN0002010102230274,"8851123237062, 8936036025170, 8801056086770, 8801056093181, 4710085232819, 8936036026191, 8859578603678, 8936127791212, 8801382124528, 8801382146766, 8801382146742, 8801382147183"
473,VN0002010102230276,"8938524577222, 2701020000060"
474,VN0002010102230279,"2080101001838, 8934743032917"
475,VN0002010102230280,"8938502525337, 8938502525344, 2701020000022"
476,VN0002010102230281,"8934680033442, 8936079120115, 4893049120008"
477,VN0002010102230284,"8934563651138, 8936071070197, 8934673605823, 2270301000308"
478,VN0002010102230286,"8934760212903, 8934588232114, 8934588873058"
479,VN0002010102230288,"8938503131834, 2270102000033"
480,VN0002010102230289,"2601010000172, 2010805000202"
481,VN0002010102230290,"5900020033956, 8938505214443"
482,VN0002010102230291,"8997035600638, 8934588172113"
483,VN0002010102230295,"5900020033956, 5900020029348"
484,VN0002010102230299,"6942836720070, 6942836712228"
485,VN0002010102230300,"8935049510673, 96118528, 8935004400957, 4897036692257"
486,VN0002010102230301,"8934588063053, 8934803042276"
487,VN0002010102230303,"8934588873058, 8936127796217, 8934673900928"
488,VN0002010102230305,"2703010000050, 8936127790017"
489,VN0002010102230309,"8934564300301, 8934564300233, 8850453018518"
490,VN0002010102230311,"9300727406002, 8936079122980, 8936036027099"
491,VN0002010102230313,"8935049510673, 2010902000198, 8934588883132, 8999178654332, 8934588673139, 9421903788030, 8936052003886"
492,VN0002010102230317,"6942836704322, 6914973607729, 6914973600362"
493,VN0002010102230318,"2010101000005, 8935112200005, 2270301000308"
494,VN0002010102230320,"8934588063060, 8938503131377"
495,VN0002010102230321,"8938507849025, 8936052001394, 8936052001417, 8936052001738"
496,VN0002010102230322,"2010906000095, 8934588653056, 8851932415613"
497,VN0002010102230323,"8938501349415, 8936013681009"
498,VN0002010102230325,"8935217416400, 8935217416509"
499,VN0002010102230326,"8938502525337, 2270301000322"
500,VN0002010102230329,"8850157403610, 8936135440027, 8934680012652, 8936079121761, 8934803012880"
501,VN0002010102230339,"8935023911137, 8935112200005"
502,VN0002010102230343,"2010803000273, 8934680033107, 8934804027784, 8934563619138"
503,VN0002010102230345,"8938507849025, 8934673601825"
504,VN0002010102230347,"8936185350130, 8935001712305"
505,VN0002010102230349,"8936146442249, 89686011036, 89686010947, 8934563123130, 8934563138165"
506,VN0002010102230351,"2010809000253, 2010805000202, 8934803043785"
507,VN0002010102230352,"8934755035180, 8935024120187, 8992222051613, 9556001027252, 8935005801135"
508,VN0002010102230353,"8850157000864, 8936079121112, 8934822101336"
509,VN0002010102230355,"2010101000005, 8934588712081"
510,VN0002010102230359,"8935012413338, 8936023251162, 8935049501596, 8934588653056, 8936035100328, 8934673819398, 8938501434012"
511,VN0002010102230362,"8936049051647, 8936049051722"
512,VN0002010102230364,"8936146442263, 8936146442249, 8934840000093"
513,VN0002010102230365,"8935217400157, 8935217400454"
514,VN0002010102230368,"8935049501503, 8801051064070, 8934822101336"
515,VN0002010102230369,"3387390320558, 8934563653132, 8938500432774"
516,VN0002010102230370,"8801062239078, 3415581139181, 3415581533187, 8938503000024"
517,VN0002010102230374,"8938501141019, 8936104380316, 8934804037806, 8936034876118"
518,VN0002010102230375,"8936031835538, 8936031835118"
519,VN0002010102230376,"8936114080084, 8934868147428"
520,VN0002010102230378,"2250103000058, 2290102000308"
521,VN0002010102230379,"50357680, 14100085508, 8801906164351, 8936101342409"
522,VN0002010102230381,"8935090910842, 8934692070114, 2010904000035"
523,VN0002010102230382,"5900020033956, 8935217416400, 8935217416509"
524,VN0002010102230387,"2010101000005, 8934588673139"
525,VN0002010102230388,"8936127790017, 8936127791014"
526,VN0002010102230389,"8938502525337, 8936135000368, 8936135000337, 96118511, 96118528, 3415587406188"
527,VN0002010102230392,"8938530880439, 8934588232114, 8934841901641"
528,VN0002010102230393,"8935049500148, 2120201000017"
529,VN0002010102230396,"8935001712282, 8935001712305"
530,VN0002010102230397,"8850393800679, 8850393991926, 5900020033956, 3387390320558, 8936127794008, 2120201000017"
531,VN0002010102230398,"8850987101472, 8850987101489, 8936011775502, 8936011776585, 8809474498755, 8809057515664, 8935217440603"
532,VN0002010102230400,"8935012413338, 8935049510857"
533,VN0002010102230401,"8935006359314, 8935112200005"
534,VN0002010102230402,"2701010000056, 2120201000017"
535,VN0002010102230403,"8934564600173, 8934803024814"
536,VN0002010102230404,"8935049501374, 8935023911137, 8997035601321, 8852008510492, 8938501434012"
537,VN0002010102230406,"2010101000005, 8934588233074"
538,VN0002010102230407,"8938511702446, 8935049500155, 8801007010410, 8935012443380, 8935012413321, 8935012443366, 8935012443304"
539,VN0002010102230409,"8935001282372, 8936127790031, 8934840000130"
540,VN0002010102230410,"4719745504365, 89686010947, 8936025774027, 8936025774027, 8850987128585, 8934673581349"
541,VN0002010102230411,"8936025774027, 8936025774027"
542,VN0002010102230412,"8934588223556, 2270201000002"
543,VN0002020102230002,"8850393991926, 8936110050425"
544,VN0002020102230004,"8935004400957, 4897036692257"
545,VN0002020102230012,"8885011230880, 8850987101489, 8936034875357"
546,VN0002020102230014,"8935217400058, 8935217413409, 8934673700115"
547,VN0002020102230019,"8938507849032, 8936199520017, 2250103000058"
548,VN0002020102230025,"8850393991926, 8935005800145"
549,VN0002020102230026,"250302000187, 2010904000035, 8938502427907"
550,VN0002020102230028,"8935217400355, 2250103000058"
551,VN0002020102230034,"8938502525337, 2250103000058, 260201013661, 8934673581349"
552,VN0002020102230035,"8934804034058, 2010904000035, 2250103000058"
553,VN0002020102230037,"2602010136625, 8935217400355"
554,VN0002020102230038,"8938502525337, 8935001717522, 8935001215028"
555,VN0002020102230042,"8935049501541, 2010101000005"
556,VN0002020102230046,"8938502525344, 8938508547661"
557,VN0002020102230047,"2010902000198, 8934673601825"
558,VN0002020102230049,"2010803000150, 2230103000098"
559,VN0002020102230050,"2250103000058, 260201013661"
560,VN0002020102230051,"2010902000198, 2010104000118"
561,VN0002020102230053,"8936034875357, 8934673700115"
562,VN0002020102230054,"8938502525351, 260201013661"
563,VN0002020102230056,"3387390320558, 69024894"
564,VN0002020102230058,"8938502525344, 2290201003704"
565,VN0002020102230059,"1801141985169, 2250103000058"
566,VN0002020102230060,"8934588063053, 8938502525344"
567,VN0002020102230064,"8801056093181, 8938503932011"
568,VN0002020102230066,"8938502003620, 8801056093181, 2250103000058, 260201013661"
569,VN0002020102230067,"8938502525344, 4897036691342"
570,VN0002020102230069,"2290201003704, 260202000017"
571,VN0002020102230070,"8934841901641, 8934841900286"
572,VN0002020102230072,"8936013254951, 8997035601321"
573,VN0002020102230074,"8851123237031, 8801056093181, 2270201000002"
574,VN0002020102230079,"2010805000226, 2250103000058"
575,VN0002020102230081,"8938502525344, 250302000187"
576,VN0002020102230083,"8938502525351, 96118528"
577,VN0002020102230084,"2260201000485, 2010104000118"
578,VN0002020102230086,"250302018867, 8936127790017"
579,VN0002020102230087,"8938502525351, 8934841901641"
580,VN0002020102230090,"2010809000277, 2010809000116, 2010809000512, 2260501000109, 2605010128867, 260501012885, 2010104000118"
581,VN0002020102230091,"8934673700108, 8936127790017, 260201013661"
582,VN0002020102230092,"8850389302811, 8850157100519, 8850157100526"
583,VN0002020102230097,"8938512632025, 8935217464548, 2250103000058"
584,VN0002020102230098,"8935049501244, 2010101000005, 8850228007297"
585,VN0002020102230100,"8935001712411, 8935005801135"
586,VN0002020102230101,"2260201000508, 8934614031148"
587,VN0002020102230102,"4902888183447, 4000607852008"
588,VN0002020102230104,"8936020760377, 8934841900286"
589,VN0002020102230106,"250302000187, 2250103000058"
590,VN0002020102230107,"8935005801012, 2010904000028"
591,VN0002020102230111,"8885011230880, 2270102000033"
592,VN0002020102230113,"2604020000019, 8936086200473"
593,VN0002020102230115,"8934588063053, 2010805000363"
594,VN0002020102230117,"250302000187, 2250103000058"
595,VN0002020102230123,"8850393919975, 8936110051040"
596,VN0002020102230124,"2260501000123, 2010805000202"
597,VN0002020102230125,"2260201000485, 2602010136625"
598,VN0002020102230127,"2010805000363, 8934673101080"
599,VN0002020102230130,"8934563138165, 8934588232114"
600,VN0002020102230132,"2250103000058, 8934841901641"
601,VN0002020102230133,"8938501349200, 89686011036"
602,VN0002020102230134,"2010809000086, 8936104380347, 2605010128881, 2260501000055"
603,VN0002020102230135,"2010809000512, 2260501000055, 8809713913384"
604,VN0002020102230137,"8936049051654, 260201013661"
605,VN0002020102230140,"8935001282389, 8936127790017"
606,VN0002020102230142,"8934839128692, 8934868168065, 4982790432574, 8938541439497, 8935136860896"
607,VN0002020102230143,"8935049501503, 8935250402019, 8936079140014, 2010101000005, 8938501434012"
608,VN0002020102230147,"2270101000591, 8934588232114"
609,VN0002020102230149,"8934673700115, 8934673714341"
610,VN0002020102230150,"8934755014345, 8888336008974, 8809498700230, 4903111332564"
611,VN0002020102230151,"2250103000058, 260201013661"
612,VN0002020102230152,"2010101000005, 8936136164700"
613,VN0002020102230153,"4902888210617, 9556001216144, 9555192506416"
614,VN0002020102230155,"8938501349200, 8938501349415, 8938501349668, 2270401000000, 8934563669133"
615,VN0002020102230159,"4902430375825, 9551013023193, 4909978149918, 4909978149932"
616,VN0002020102230162,"8936036027464, 96118504, 8938502003323, 8935001712305"
617,VN0002020102230164,"2010809000253, 2010805000202"
618,VN0002020102230169,"2701020000060, 260201013661"
619,VN0002020102230170,"2010803000273, 2260501000031, 2260501000109, 8934563151157, 2260501000055"
620,VN0002020102230171,"8938503131773, 2010901000274"
621,VN0002020102230174,"2010803000273, 2010809000512, 260501012885, 8934563151157"
622,VN0002020102230177,"2010805000226, 260201013661"
623,VN0002020102230178,"89686010947, 260201013661"
624,VN0002020102230180,"8936136164694, 260201013661, 2010803000112"
625,VN0002020102230181,"8934563651138, 8934563619138, 8938500432835, 8938500432774"
626,VN0002020102230186,"8935117702030, 8938508547661, 2090103000203, 2703010000036, 8936036021318, 6942836703226, 4976558005209, 8935112200005, 8852008510492, 260201013661"
627,VN0002020102230187,"2010809000512, 2260501000031, 2260501000109"
628,VN0002020102230188,"8934588023132, 8935005801135, 8934588673139, 8934673613828"
629,VN0002020102230192,"2010809000253, 8938501349125"
630,VN0002020102230194,"8935049500148, 8934803043884, 2702010000077"
631,VN0002020102230195,"8850125088207, 8935217400096"
632,VN0002020102230196,"2010803000273, 8934563131258, 260201013661"
633,VN0002020102230197,"7891962050713, 8935217410507"
634,VN0002020102230199,"2010803000273, 2701020000015, 8934563123130, 260201013661, 2010803000112"
635,VN0002020102230201,"8934588063053, 8934563619138"
636,VN0002020102230202,"8938502525351, 2260201000508"
637,VN0002020102230204,"8934563619138, 8934588232114"
638,VN0002020102230206,"8934588063053, 250302000017"
639,VN0002020102230210,"250302000017, 2250301000065"
640,VN0002020102230212,"2701020000015, 8934673700115"
641,VN0002020102230214,"250302000187, 2010805000202, 8934677020318"
642,VN0002020102230217,"8938529017082, 2010901000274"
643,VN0002020102230223,"2010901000120, 8938540871649, 8936034875333"
644,VN0002020102230224,"8934614030424, 8936036021646"
645,VN0002020102230226,"2010101000005, 8934564600173, 8934683008867"
646,VN0002020102230228,"8936135000368, 8936135000375, 8934588883132"
647,VN0002020102230230,"8934964124514, 9556111624068, 8936100290640"
648,VN0002020102230231,"8935001282266, 2010101000005, 8935112200005"
649,VN0002020102230234,"8934588712081, 8934588172113, 8850228005446"
650,VN0002020102230236,"8934588023132, 8934588233074"
651,VN0002020102230238,"8938531758188, 8935217440108"
652,VN0002020102230240,"8801104122504, 8935050000545"
653,VN0002020102230241,"2270102000026, 8934673503358"
654,VN0002020102230245,"8936110050722, 2010901000243, 2705010000023"
655,VN0002020102230247,"8996001350584, 4902888210372"
656,VN0002020102230249,"8934588232114, 8934588873058"
657,VN0002020102230250,"8934588063053, 8936101343505"
658,VN0002020102230251,"3068320055008, 8936049691058, 3415581533187, 8691216098091, 8936122200016, 9421017390617"
659,VN0002020102230252,"3415581533187, 8850157100519"
660,VN0002020102230256,"8850157400190, 8934803043815"
661,VN0002020102230258,"8934588063053, 2120201000314"
662,VN0002020102230260,"6942836703226, 8934803024814, 8936079122256, 9556001222343, 8936101345837"
663,VN0002020102230261,"8934841901849, 2010803000402, 8935049500155, 2601010000165, 8935217440603, 8934673576345, 8934673605823, 8934673700115"
664,VN0002020102230262,"8935049501503, 2010101000005"
665,VN0002020102230263,"8847104690018, 8934563653132"
666,VN0002020102230264,"2701010000025, 9556001027252, 8935241702609"
667,VN0002020102230270,"2010901000274, 4901331002540, 8934588233074, 8935049510659"
668,VN0002020102230276,"8938502525337, 8938502525344, 2010803000112"
